text,sentiment
@Astro_Mike Heard you were working especially hard with some uncooperative items  Glad that everything's going well. Stay safe. Proud of u,Positive
"Really wish I had Â£3,000 spare for invisible braces! My wonky teeth are pissing me off ",Negative
Amazing day ! Shopping with my sweet Micky ,Positive
"@McChickie  Well, I don't wanna be mean...so,I'll stop making fun of you...for now &gt;.&gt;",Negative
dont like it when people hate on some of my fav. people just cuz of their looks. makes me mad ,Negative
@zmindless no no no... your first tweet ,Positive
"oobladoobla, i must sleep. But my hair is still wet ",Negative
"Awesome weather tomorrow as well, might worth going to bed early. ",Positive
"going to visit my grandpa in niagara falls i wuv him, but this means no mmva's in toronto ",Negative
Malpensa airport... Back to ldn in a couple hours ,Positive
@Kat_04071991 ha more for us though! ,Positive
"Oh no, cooking wild duck casserole, just smelt that burning smell that means I haven't been watching  ",Negative
it's my birthday but i feel this is an ordinary day... ,Negative
@cfomarshall Not a chance. ,Positive
why isnt there any good late night tv ? ,Negative
@Dannymcfly Pacquioa beat Hatton by the 2nd round just to tell you. ,Positive
@tanujkakkar best of luck with it ,Positive
@jerquiaga Just keep breathing! ,Positive
on a random update: some women just shouldn't be mothers  *grumble grumble*,Negative
omg! the new hannah montana episode is sooo sweeet  I love loliver ,Positive
Can't wait for LVATT! and @ddlovato new album!!! JUNE 16 AND JULY 21st!!!!   (via @Teff95),Positive
@tehpooki3  we're going this month! the 21st-25th. ,Negative
Got his feelings hurt ,Negative
2hrs sleep = Bad day at work ,Negative
@nikkiluvsnkotb  Yes!!!! she loved it!!! and she met Donnie too!!!! and got to hang out at the book drive with Barrett and Griffin too!! ,Positive
my cough is getting so bad ,Negative
@IfollowFreeze me tooo.....must be a bot.......artificial friends ,Negative
My laptop died.. Can't find the charger ,Negative
Morning and happy mothers day to all the mothers of the world  We love you,Positive
@DonGoyo29 thankyou  same to you I'll be on twitter later on,Positive
pretty happy  not worrying about exams ,Positive
Up late. ,Positive
@callmerambo that movie was awesome! Hotrod is that dude. This movie  was sad too. ,Negative
@R33S LOL. No worries. I won't hold ya captive. The dingos that surround my house are just to keep bad people out! Like a moat. ,Positive
@Samanthaa_Sull ok thats good ,Positive
is talking to the girls and boys on skype ,Positive
@jfer32075 how many days until august... i totally typed daddys at first... weird since i always refer to HIM as daddy... ,Positive
is sorry that weekend is already over ,Negative
@MizzSexiiBaby thx for the twesent bestie!!! ,Positive
@TekkDave LOL it was epic pwnage but I had to go ,Negative
@JesseMcCartney ITS MYBDAY CAN U WRITEBACK AND WISH ME HAppy BDAY ? ,Negative
@BkBap LOL!!! I don't know...it gets a lil crazy around here sometimes  How was your weekend?,Positive
"@RichardBuckle not played KotOR so can't comment, I would agree the game is a bit superficial in places though. Story is excellent. ",Positive
 no James 2day maybe ill c him 2morrow,Negative
Nightmare... I actually set the BBQ on fire this afternoon!  Could to with a new BBQ now ;),Negative
bad dayy ,Negative
i am checking my email. i wish I could figure out how to upload a pic of me??? SAD FACE ,Negative
@eggface down with the snobs and up with the comfort goodness ,Positive
"Off to play mini putt-putt at Sugar Creek, the world's best mini-golf. Wade and Kristen--we need you! ",Positive
"@matthewvella It did! It's still in the box, to keep it in mint condition  - will throw you the cash tonight",Positive
"@ska_o_licious I was on that shit for a whole year, I know how hard it can be  Seriously if you wanna talk I'm here",Negative
i just ate lunch. but mommy came home.  boo!,Negative
Mowing the lawn is getting hard on my diabetic legs.  ,Negative
"@DavidJobGriffin Yeah, must have started downloading at the same time as the rest of the UK ",Negative
Is at her cousin kerris! she has a job interview..but first she has to go get me starbucks! hanging around her house. Talk to me ,Positive
emailed blogbank again regarding my blog earning.. ,Negative
"FINALLY home  hello bed, you've never felt so good, lol. night!",Positive
I miss him already! ,Negative
im not feeling well at all ! ,Negative
@prenvo probably. Tweetie was updated a week ago now for twitopocalypse and still apple haven't approved it ,Negative
I just ordered my free samples for Aveeno so I thought I would share ,Positive
@lareegebers you would think! But not right now its not. ,Negative
!@#$ tomorrow's Monday ,Negative
"@alliYu I should have! I want Asian food, make me some. I'm coming over ",Positive
"@nadie20 i think im going to go durin thhe week asweel with @czob and @iyaitssuzanne if they want, 3 times may be my limit ",Positive
@BiGVixXen I use it for flights...hate hate flying...take it 1/2 an hour b4 u get on and you should be angst-free ,Positive
perdii 3 followers ,Negative
"Who like Transformers Movie?...Today it's premiere of Revenge of The Fallen soundtrack, New Divide, by Linkin Park... I can't wait ",Positive
"Still sick?! Ugh. Anyway, party in Palm Springs was fun today. Good to see the fam ",Positive
@judis217 haha exactly!! I bet his kids are looking at him strangely these days  awful example to set for kids,Negative
&quot;Grandpas funeral is on Friday not Thursday SAD ,Negative
@hollybird Have a good day Holly ,Positive
@4hoursstanding Feeling horrible today but I look like a pirate with my eye patch! Eye is still sore!   Hope all is good! Must catch up!,Negative
"@spinalfusion blogher is a conference in chicago in July for bloggers, Sold out ",Negative
I will one day be able to watch msnbc on my TV.  one day .... .... ....,Negative
@RevRunWisdom I have my family and close friends that money can't buy ,Positive
Three days until our holiday and Hannah gets struck down with the flu. Typical ,Negative
seeing your exboyfriend's sister at your work is maximum awkward. i really wish i could say hi. ,Negative
@jenniealminar well whaddya know!!! awesome freebie ,Positive
"wow, waking up to my mom vacuuming.. just the way i wanted to. but it's super sunny! ",Positive
"@ChargerJenn Thx for answering so quick,I was afraid I was gonna crash twitter with all the spamming I did 2 RR..sorry bout that ",Positive
@cburkett3 You can definitely submit them thank you very much. (: And @yetnoti I know! But I have yet to come visit you. ,Negative
"Watch out @guyzo - coming soon, #tweetbreak on Channel 99 courtesy of @NitzanHorowitz  BTW, @kfirpravda, how about questions from Knesset?",Positive
@bobsd46 I'm beginning to fear that the FirstClass Mobile app is vaporware... An &quot;imminent&quot; release has been promised for months now. ,Negative
Hey @jonasbrothers *type your question here* #jonasliveonfb Have any song inspirated in your crazy fans  ?,Positive
mon ipod est mort ... ,Negative
@CosgroveMiranda good morningg ,Positive
@truexstoryyyyy Ugh! This kid is hungry too!  Haha,Negative
@JTK793  I know your phone sucks ,Positive
"@blissery Salamaz! I can even play around with the colors, may parang palette sa Wordpress theme na yun e.  Go experiment with yours!",Positive
"@firequinito From the champion team in the defunct MBA, Cebu Gems! ",Positive
@Rschrim it's bad enough they were distracting me with their hyper-fits. I don't need (badly) singing plasterers to top it off ,Negative
great! lost my office 2003.iso folder  found a unused key for frontpage 2003 but cant find the disc ,Negative
@WalesTourism morning good weekend but sadly wasnt in wales ,Negative
OK friends! Im going to sleep! I hate myself right now o Gosh! bleh! sorry if i woke everyone  ha,Negative
@antrix hmm nice if you are ok with it. I'm still looking for the one for me ,Negative
"@dalastmil62 @ja3rok did tell me to only update Twitter when i added something new...sorry, you guys ",Negative
@Sarahintheskyy - http://www.youtube.com/user/tissam145 - You commented on this channel 8 months ago ,Positive
Lonley. No book to read. No friend to hug. No one to hold hands with.  welcome home me. Welcome back.,Negative
@planetjefferson U may need to check for the Miikeyyworm issue. Mousing over your twitter name indicates a potential issue. ,Negative
"bar, bowling, buffalo wild wings.... great night  sleepy time.......",Positive
@iiamsliim it's aite so far but I'm still homesick ,Negative
finals: done. now must wait for grades... amazingly fun night. feet hurt from heels  exhausted. need rest for a full day of packing. night,Negative
"At home, time to do some stuff in my secret project ",Positive
"Music, music, music. // vanessa carlton - twilight &lt;3 // what the f*ck is that ? my userpic is a bit . . destroyed. &gt;.&lt; // ouch. ",Negative
waitin 4 emma 2 get her arse in2 gear so we can go pub! its soooo SUNNY!!!! ,Positive
"@FlyingAce75 Oh no!  She died.    I always thought she was such a lovely woman and a wonderful person.  You will be missed, Farrah.",Negative
so fucking stoked for my birthday ,Positive
@JonathanRKnight Glad you enjoyed the voyage  Good things always go by fast but you can always do another cruise if u want to ;) Take care,Positive
tucking into a nice bowl of Crunchy Nut Bites ,Positive
@onlydanno we're seeing them at the ricoh ,Positive
Super hungry. ,Negative
@jconpoet Thank u sweetie! ,Positive
@melly_scott I will also be sad if Eleanor dies. ,Negative
@danielr23 meow! how are you? ,Positive
Crying  literally why did you run under my car... Now im a marked man mister bunny   ,Negative
@4everBrandy Looking forward to your show tonight! Enjoy your time in Belgium ,Positive
- Kris Lundberg is speaking at the Int'l Virginia Woolf Conference today at 4pm! Come to Lincoln Center and support her. 113 W. 60th St. ,Positive
I'm uploading photos of my friends....but it doesn't work ,Negative
@tommcfly Heya Tom! You should follow Peter Facinelli from Twilight  This is why: http://bit.ly/2S3xlc,Positive
"@depping @bjornbats @LucD22 I use vmkfstools -i to clone the disk to a different VMFS Datastore, VM had a snapshot on a small VMFS... ",Negative
"Shall finally go do my work now, XOXO  ",Positive
class today at 5 sigh ,Negative
why do I always crave omelette's at night!? like a full blown Vermont cheddar cheese + spinach omellette? What vitamin am I lacking? ,Positive
"I'm on the world wide web searching for real estate, and there is way too much that I'm seeing and not enough that I'm liking ",Negative
@ecphelps I am lost. Please help me find a good home. ,Negative
Can't believe I pulled a muscle on the 2nd sit up this morning. 128 in debit now ,Negative
@NicholeAudrey: @IlanBr  I will post PICS &amp; Recipes ,Positive
Learning the angel theme song on piano. Almost finished with it.   ,Positive
cba with school the morra ,Negative
I ate a popcicle...now my fingers are reallyyyyy cold ,Negative
never ever rub medicated oil on your face....... ,Negative
another beautiful day! Headed back to the beach later ,Positive
pathan &amp; warne versus sachin. whom should i root for  will stay loyal to my god,Negative
Watching night in the musuem now. ,Positive
"@MadameSoybean Ah, I think that you think that I'm in Oakland. But I'm 145 miles north of there. So you didn't pass by. I was confused. ",Positive
@Rob_Donald &amp; I know that you all are working so I'm excited to see what's next  idk if you saw the forum but people are going nuts haha,Positive
